Champ20,Champ30,Champ21,LIBELLE,INTIT,CPT,FIXE,ANA,CLO
,,,,MBUYI DIMANYAYI               ,45021240,D,,
,,,,MBUYI DITUNGA                 ,45014590,D,,
,,,,MBUYI DITUNGA                 ,45012590,D,,
,,,,MBUYI DITUNGA                 ,45013590,D,,
,,,,MBUYI DITUNGA                 ,45011590,D,,
,,,,MBUYI ELAMEJI                 ,40004050,D,,
,,,,MBUYI ELAMEJI                 ,40002050,D,,
,,,,MBUYI ELAMEJI                 ,40003050,D,,
,,,,MBUYI ELAMEJI                 ,40001050,D,,
,,,,MBUYI ELAMENJI                ,42142220,D,,
,,,,MBUYI ELAMENJI                ,42141220,D,,
,,,,MBUYI ELAMENJI                ,42143220,D,,
,,,,MBUYI ELAMENJI                ,42144220,D,,
,,,,MBUYI ELAMENJI                ,46661140,D,,
,,,,MBUYI ELAMENJI                ,46662140,D,,
,,,,MBUYI ELAMENJI                ,46663140,D,,
,,,,MBUYI ELAMENJI                ,46664140,D,,
,,,,MBUYI KABUYA,65171290,,N,N
,,,,MBUYI KABUYA,42171290,,N,N
,,,,MBUYI KADIMA                  ,45024100,D,,
,,,,MBUYI KADIMA                  ,45021100,D,,
,,,,MBUYI KADIMA                  ,45023100,D,,
,,,,MBUYI KADIMA                  ,45022100,D,,
,,,,MBUYI KAPIAMBABO              ,45033260,D,,
,,,,MBUYI KAPIAMBABO              ,45034260,D,,
,,,,MBUYI KAPIAMBABO              ,45032260,D,,
,,,,MBUYI KAPIAMBABO              ,45031260,D,,
,,,,MBUYI LUTA                    ,45952100,D,,
,,,,MBUYI LUTA                    ,45951100,D,,
,,,,MBUYI LUTA                    ,45954100,D,,
,,,,MBUYI LUTA                    ,45953100,D,,
,,,,MBUYI MANYANGA                ,45983290,D,,
,,,,MBUYI MANYANGA                ,45982290,D,,
,,,,MBUYI MANYANGA                ,45984290,D,,
,,,,MBUYI MANYANGA                ,45981290,D,,
,,,,MBUYI MUKENGE                 ,45994130,D,,
,,,,MBUYI MUKENGE                 ,45993130,D,,
,,,,MBUYI MUKENGE                 ,45991130,D,,
,,,,MBUYI MUKENGE                 ,45992130,D,,
,,,,MBUYI MUKENGE                 ,45001130,D,,
,,,,MBUYI MUKENGE                 ,45004130,D,,
,,,,MBUYI MUKENGE                 ,45002130,D,,
,,,,MBUYI MUKENGE                 ,45003130,D,,
,,,,MBUYI MUNTUABO                ,42134670,D,,
,,,,MBUYI MUNTUABO                ,42133670,D,,
,,,,MBUYI MUNTUABO                ,42132670,D,,
,,,,MBUYI MUNTUABO                ,42131670,D,,
,,,,MBUYI MUNTUABO,65131670,,N,N
,,,,MBUYI MUTSHIAUDI              ,45993140,D,,
,,,,MBUYI MUTSHIAUDI              ,45991140,D,,
,,,,MBUYI MUTSHIAUDI              ,45994140,D,,
,,,,MBUYI MUTSHIAUDI              ,45992140,D,,
,,,,MBUYI NKUBA                   ,45994150,D,,
,,,,MBUYI NKUBA                   ,45991150,D,,
,,,,MBUYI NKUBA                   ,45992150,D,,
,,,,MBUYI NKUBA                   ,45993150,D,,
,,,,MBUYI TSHIBUABUA,42161100,,N,N
,,,,MBUYI TSHIBUABUA              ,42163100,D,,
,,,,MBUYI TSHIBUABUA              ,42164100,D,,
,,,,MBUYI TSHIBUABUA              ,42162100,D,,
,,,,MBUYI TSHIONDO,45053360,,N,N
,,,,MBUYI TSHIONDO,45993442,,N,N
,,,,MCC KIN GOMBE                 ,41001890,D,,
,,,,MCC KIN GOMBE                 ,41004890,D,,
,,,,MCC KIN GOMBE                 ,41003890,D,,
,,,,MCC KIN GOMBE                 ,41002890,D,,
,,,,MED & NURS. SUPPL. FOR PED    ,10221170,D,,
,,,,MED & NURS. SUPPL. FOR PED    ,10222170,D,,
,,,,MED & NURS. SUPPL. FOR PED    ,10224170,D,,
,,,,MED & NURS. SUPPL. FOR PED    ,10223170,D,,
,,,,MEDECINS DU MONDE-BELGIQUE,41011920,,N,N
,,,,MEDIC. AGISSANT SUR LE MUSCULA,70011138,,N,N
,,,,"MEDIC. PR LE FOIE LA VESICULE",70011108,,N,N
,,,,MEDICAL STUDENT EDUCATION,10221380,,N,N
,,,,MEDICAMENTS,34011100,,N,N
,,,,MEDICAMENTS                   ,60112000,V,,
,,,,MEDICAMENTS                   ,60113000,V,,
,,,,MEDICAMENTS                   ,60114000,V,,
,,,,MEDICAMENTS                   ,60111000,V,,
,,,,Médicaments  antihelminthiques,30011126,,,
,,,,Médicaments  antihelminthiques,60011126,,,
,,,,Médicaments  antimycosiques,30011125,,,
,,,,Médicaments  antimycosiques,60011125,,,
,,,,Médicaments  antiviraux,30011127,,,
,,,,Médicaments  antiviraux,60011127,,,
,,,,Medicaments a usage dermatolog,30012132,,N,N
,,,,medicaments a usage dermatolog,30013131,,N,N
,,,,Medicaments a usage dermatolog,30012131,,N,N
,,,,medicaments a usage dermatolog,60013131,,N,N
,,,,medicaments a usage dermatolog,60012131,,N,N
,,,,MEDICAMENTS A USAGE DERMATOLOG,70011131,,N,N
,,,,Médicaments à usage dermatolog,30011131,,,
,,,,Médicaments à usage dermatolog,60011131,,,
,,,,medicaments a usage ophtalmiqu,30013132,,N,N
,,,,medicaments a usage ophtalmiqu,60013132,,N,N
,,,,medicaments a usage ophtalmiqu,60012132,,N,N
,,,,MEDICAMENTS A USAGE OPHTALMIQU,70011132,,N,N
,,,,Médicaments à usage ophtalmiqu,30011132,,,
,,,,Médicaments à usage ophtalmiqu,60011132,,,
,,,,medicaments a usage otique,30013133,,N,N
,,,,Medicaments a usage otique,30012133,,N,N
,,,,MEDICAMENTS A USAGE OTIQUE,70011133,,N,N
,,,,medicaments a usage otique,60013133,,N,N
,,,,medicaments a usage otique,60012133,,N,N
,,,,Médicaments à usage otique,30011133,,,
,,,,Médicaments à usage otique,60011133,,,
,,,,medicaments aggissant sur la m,30013138,,N,N
,,,,Medicaments agissant sur la mu,30012138,,N,N
,,,,medicaments agissant sur la mu,60013138,,N,N
,,,,medicaments agissant sur la mu,60012138,,N,N
,,,,Médicaments agissant sur la mu,30011138,,,
,,,,Médicaments agissant sur la mu,60011138,,,
,,,,Médicaments anti tumoraux  et ,30011129,,,
,,,,Médicaments anti tumoraux  et ,60011129,,,
,,,,MEDICAMENTS ANTI TUMORAUX ET I,70011129,,N,N
,,,,Medicaments antihelminthiques,30012126,,N,N
,,,,medicaments antihelminthiques,60013126,,N,N
,,,,"medicaments antihelminthiques",30013126,,N,N
,,,,"MEDICAMENTS ANTIHELMINTHIQUES",70011126,,N,N
,,,,medicaments antimalaria,30013121,,N,N
,,,,Medicaments anti-malaria,30012121,,N,N
,,,,Medicaments anti-malaria,30011121,,,
,,,,medicaments anti-malaria,60013121,,N,N
,,,,medicaments anti-malaria,60012121,,N,N
,,,,Medicaments anti-malaria,60011121,,,
,,,,MEDICAMENTS ANTI-MALARIA,70011121,,N,N
,,,,medicaments antimycosiques,30013125,,N,N
,,,,Medicaments antimycosiques,30012125,,N,N
,,,,MEDICAMENTS ANTIMYCOSIQUES,70011125,,N,N
,,,,medicaments antimycosiques,60013125,,N,N
,,,,medicaments antimycosiques,60012125,,N,N
,,,,Medicaments antitumoraux et im,30012129,,N,N
,,,,medicaments antitumoraux et im,30013129,,N,N
,,,,medicaments antitumoraux et im,60012129,,N,N
,,,,medicaments antitumoraux et im,60013129,,N,N
,,,,medicaments antiviraux,30013127,,N,N
,,,,Medicaments antiviraux,30012127,,N,N
,,,,MEDICAMENTS ANTIVIRAUX,70011127,,N,N
,,,,medicaments antiviraux,60013127,,N,N
,,,,medicaments antiviraux,60012127,,N,N
,,,,medicaments de la thyroide,30013118,,N,N
,,,,Medicaments de la thyroide,30012118,,N,N
,,,,MEDICAMENTS DE LA THYROIDE,70011118,,N,N
,,,,medicaments de la thyroide,60012118,,N,N
,,,,medicaments de la thyroide,60013118,,N,N
,,,,Médicaments de la thyroïde,30011118,,,
,,,,Médicaments de la thyroïde,60011118,,,
,,,,Medicaments des affections buc,30012134,,N,N
,,,,medicaments des affections buc,30013134,,N,N
,,,,medicaments des affections buc,60012134,,N,N
,,,,medicaments des affections buc,60013134,,N,N
,,,,MEDICAMENTS DES AFFECTIONS BUC,70011134,,N,N
,,,,Médicaments des affections buc,30011134,,,
,,,,Médicaments des affections buc,60011134,,,
,,,,medicaments des affections vul,30013135,,N,N
,,,,Medicaments des affections vul,30012135,,N,N
,,,,medicaments des affections vul,60012135,,N,N
,,,,MEDICAMENTS DES AFFECTIONS VUL,70011135,,N,N
,,,,medicaments des affections vul,60013135,,N,N
,,,,Médicaments des affections vul,30011135,,,
,,,,Médicaments des affections vul,60011135,,,
,,,,medicaments du diabete,30013120,,N,N
,,,,Medicaments du diabete,30012120,,N,N
,,,,medicaments du diabete,60012120,,N,N
,,,,medicaments du diabete,60013120,,N,N
,,,,MEDICAMENTS DU DIABETE,70011120,,N,N
,,,,Médicaments du diabète,30011120,,,
,,,,Médicaments du diabète,60011120,,,
,,,,Medicaments hematologiques,30013104,,N,N
,,,,Medicaments hematologiques,30012104,,N,N
,,,,medicaments hematologiques,60012104,,N,N
,,,,medicaments hematologiques,60013104,,N,N
,,,,MEDICAMENTS HEMATOLOGIQUES,70011104,,N,N
,,,,Médicaments hématologiques,30011104,,,
,,,,Médicaments hématologiques,60011104,,,
,,,,medicaments ntihelminthiques,60012126,,N,N
,,,,Medicaments pour le foie la ve,30012108,,N,N
,,,,medicaments pour le foie la ve,60013108,,N,N
,,,,"Medicaments pour le foie la v",30013108,,N,N
,,,,"Médicaments pour le foie la v",30011108,,,
,,,,"Médicaments pour le foie la v",60011108,,,
,,,,"medicaments pr le foie la ves",60012108,,N,N
,,,,MEMISA                        ,41012710,D,,
,,,,MEMISA                        ,41011710,D,,
,,,,MEMISA                        ,41013710,D,,
,,,,MEMISA                        ,41014710,D,,
,,,,MENA NKASHAMA                 ,45974180,D,,
,,,,MENA NKASHAMA                 ,45972180,D,,
,,,,MENA NKASHAMA                 ,45973180,D,,
,,,,MENA NKASHAMA                 ,45971180,D,,
,,,,META ILUNGA,42171180,,N,N
,,,,META MUKENDI                  ,45993380,D,,
,,,,META MUKENDI                  ,45991380,D,,
,,,,META MUKENDI                  ,45992380,D,,
,,,,META MUKENDI                  ,45994380,D,,
,,,,META TSHIBANGU,42141890,,N,N
,,,,MEYER'S PARK ECOLE PRIMAIRE   ,10054130,D,,
,,,,MEYER'S PARK ECOLE PRIMAIRE   ,10052130,D,,
,,,,MEYER'S PARK ECOLE PRIMAIRE   ,10053130,D,,
,,,,MEYER'S PARK ECOLE PRIMAIRE   ,10051130,D,,
,,,,MEYER'S PARK TRANSPORT        ,10052110,D,,
,,,,MEYER'S PARK TRANSPORT        ,10054110,D,,
,,,,MEYER'S PARK TRANSPORT        ,10051110,D,,
,,,,MEYER'S PARK TRANSPORT        ,10053110,D,,
,,,,MFR SPECTROPHOTOMETRE,10221560,,N,N
,,,,MFR SPECTROPHOTOMETRE,15330109,,N,N
,,,,MFUAMBA MFUAMBA               ,45003140,D,,
,,,,MFUAMBA MFUAMBA               ,45001140,D,,
,,,,MFUAMBA MFUAMBA               ,45004140,D,,
,,,,MFUAMBA MFUAMBA               ,45002140,D,,
,,,,MIANDABU MOMBELA              ,45954110,D,,
,,,,MIANDABU MOMBELA              ,45952110,D,,
,,,,MIANDABU MOMBELA              ,45953110,D,,
,,,,MIANDABU MOMBELA              ,45951110,D,,
,,,,MIANDABU NTUMBA               ,45993160,D,,
,,,,MIANDABU NTUMBA               ,45991160,D,,
,,,,MIANDABU NTUMBA               ,45992160,D,,
,,,,MIANDABU NTUMBA               ,45994160,D,,
,,,,MIBA                          ,41002820,D,,
,,,,MIBA                          ,41003820,D,,
,,,,MIBA                          ,41001820,D,,
,,,,MIBA                          ,41004820,D,,
,,,,MIKEMU BAKAJIKA,45063600,,N,N
,,,,MILEMBA NSABUA,45053370,,N,N
,,,,MILEMBA SABUA,45993443,,N,N
,,,,MILEMBE NKONGOLO              ,42153560,D,,
,,,,MILEMBE NKONGOLO              ,42152560,D,,
,,,,MILEMBE NKONGOLO              ,42154560,D,,
,,,,MILEMBE NKONGOLO              ,42151560,D,,
,,,,MILOLO KATUMBA                ,45992390,D,,
,,,,MILOLO KATUMBA                ,45994390,D,,
,,,,MILOLO KATUMBA                ,45993390,D,,
,,,,MILOLO KATUMBA                ,45991390,D,,
,,,,MILOLO KAYEMBE                ,42141610,D,,
,,,,MILOLO KAYEMBE                ,42142610,D,,
,,,,MILOLO KAYEMBE                ,42143610,D,,
,,,,MILOLO KAYEMBE                ,42144610,D,,
,,,,MILOLO KUINJIDI,65171340,,N,N
,,,,MILOLO KUINJIDI,42171340,,N,N
,,,,MILOLO MULUMBA                ,42152570,D,,
,,,,MILOLO MULUMBA,42151570,,N,N
,,,,MILOLO MULUMBA                ,42153570,D,,
,,,,MILOLO MULUMBA                ,42154570,D,,
,,,,MILOLO MUSUNGAYI              ,42143200,D,,
,,,,MILOLO MUSUNGAYI              ,42144200,D,,
,,,,MILOLO MUSUNGAYI              ,42142200,D,,
,,,,MILOLO MUSUNGAYI              ,42141200,D,,
,,,,MILOLO TSHIKOLO,65141610,,N,N
,,,,mineraux vitamines et toniques,30013130,,N,N
,,,,"Mineraux vitamines et tonique",30012130,,N,N
,,,,"MINERAUX VITAMINES ET TONIQUE",70011130,,N,N
,,,,"mineraux vitamines et tonique",60013130,,N,N
,,,,"Minéraux vitamines et tonique",30011130,,,
,,,,"Minéraux vitamines et tonique",60011130,,,
,,,,"mineraux vitamines toniques",60012130,,N,N
,,,,MINERVAL,71523000,,N,N
,,,,Minerval a reverser           ,46502000,D,,
,,,,Minerval a reverser           ,46501000,D,,
,,,,Minerval a reverser           ,46503000,D,,
,,,,Minerval a reverser           ,46504000,D,,
,,,,MINGASHANGE MUNIKAYI          ,42153240,D,,
,,,,MINGASHANGE MUNIKAYI          ,42154240,D,,
,,,,MINGASHANGE MUNIKAYI          ,42151240,D,,
,,,,MINGASHANGE MUNIKAYI          ,42152240,D,,
,,,,MINISTERE DU COMBAT SPIRITUEL ,46653210,D,,
,,,,MINISTERE DU COMBAT SPIRITUEL ,46654210,D,,
,,,,MINISTERE DU COMBAT SPIRITUEL ,46652210,D,,
,,,,MINISTERE DU COMBAT SPIRITUEL ,46651210,D,,
,,,,MISENGA MALUNDU,42161900,,N,N
,,,,MISENGA NGOLO,45043100,,N,N
,,,,MISENGA TSHISUNGA             ,45034080,D,,
,,,,MISENGA TSHISUNGA             ,45031080,D,,
,,,,MISENGA TSHISUNGA             ,45033080,D,,
,,,,MISENGA TSHISUNGA             ,45032080,D,,
,,,,MISHAMILENGA MINGA            ,45001400,D,,
,,,,MISHAMILENGA MINGA            ,45003400,D,,
,,,,MISHAMILENGA MINGA            ,45002400,D,,
,,,,MISHAMILENGA MINGA            ,45004400,D,,
,,,,MISS. CATH MUAMBABUYI         ,41003950,D,,
,,,,MISS. CATH MUAMBABUYI         ,41002950,D,,
,,,,MISS. CATH MUAMBABUYI         ,41001950,D,,
,,,,MISS. CATH MUAMBABUYI         ,41004950,D,,
,,,,MISS. CATH MUETSHI            ,41002960,D,,
,,,,MISS. CATH MUETSHI            ,41004960,D,,
,,,,MISS. CATH MUETSHI            ,41003960,D,,
,,,,MISS. CATH MUETSHI            ,41001960,D,,
,,,,MISS. CATH. BUNKONDE          ,41001850,D,,
,,,,MISS. CATH. BUNKONDE          ,41004850,D,,
,,,,MISS. CATH. BUNKONDE          ,41003850,D,,
,,,,MISS. CATH. BUNKONDE          ,41002850,D,,
,,,,MISS. CATH. KABULUANDA        ,41001860,D,,
,,,,MISS. CATH. KABULUANDA        ,41003860,D,,
,,,,MISS. CATH. KABULUANDA        ,41002860,D,,
,,,,MISS. CATH. KABULUANDA        ,41004860,D,,
,,,,MISS. CATH. KALOMBA/LUIZA     ,41002870,D,,
,,,,MISS. CATH. KALOMBA/LUIZA     ,41004870,D,,
,,,,MISS. CATH. KALOMBA/LUIZA     ,41003870,D,,
,,,,MISS. CATH. KALOMBA/LUIZA     ,41001870,D,,
,,,,MISS. CATH. KATENDE           ,41001880,D,,
,,,,MISS. CATH. KATENDE           ,41003880,D,,
,,,,MISS. CATH. KATENDE           ,41002880,D,,
,,,,MISS. CATH. KATENDE           ,41004880,D,,
,,,,MISS. CATH. KOLE              ,41001900,D,,
,,,,MISS. CATH. KOLE              ,41002900,D,,
,,,,MISS. CATH. KOLE              ,41004900,D,,
,,,,MISS. CATH. KOLE              ,41003900,D,,
,,,,MISS. CATH. LUBUNGA           ,41003910,D,,
,,,,MISS. CATH. LUBUNGA           ,41001910,D,,
,,,,MISS. CATH. LUBUNGA           ,41004910,D,,
,,,,MISS. CATH. LUBUNGA           ,41002910,D,,
,,,,MISS. CATH. LUIZA             ,41003920,D,,
,,,,MISS. CATH. LUIZA             ,41004920,D,,
,,,,MISS. CATH. LUIZA             ,41001920,D,,
,,,,MISS. CATH. LUIZA             ,41002920,D,,
,,,,MISS. CATH. MASHALA           ,41003930,D,,
,,,,MISS. CATH. MASHALA           ,41004930,D,,
,,,,MISS. CATH. MASHALA           ,41002930,D,,
,,,,MISS. CATH. MASHALA           ,41001930,D,,
,,,,MISS. CATH. MIKALAYI          ,41001940,D,,
,,,,MISS. CATH. MIKALAYI          ,41004940,D,,
,,,,MISS. CATH. MIKALAYI          ,41002940,D,,
,,,,MISS. CATH. MIKALAYI          ,41003940,D,,
,,,,MISS. CATH. NTAMBUE           ,41001970,D,,
,,,,MISS. CATH. NTAMBUE           ,41003970,D,,
,,,,MISS. CATH. NTAMBUE           ,41004970,D,,
,,,,MISS. CATH. NTAMBUE           ,41002970,D,,
,,,,MISS. CATH. TSHIKULA          ,41012640,D,,
,,,,MISS. CATH. TSHIKULA          ,41011640,D,,
,,,,MISS. CATH. TSHIKULA          ,41013640,D,,
,,,,MISS. CATH. TSHIKULA          ,41014640,D,,
,,,,MISS. CATH. TSHIMUANZA        ,41011650,D,,
,,,,MISS. CATH. TSHIMUANZA        ,41013650,D,,
,,,,MISS. CATH. TSHIMUANZA        ,41014650,D,,
,,,,MISS. CATH. TSHIMUANZA        ,41012650,D,,
,,,,MISS. PROT. BENATSHIADI       ,41004980,D,,
,,,,MISS. PROT. BENATSHIADI       ,41002980,D,,
,,,,MISS. PROT. BENATSHIADI       ,41001980,D,,
,,,,MISS. PROT. BENATSHIADI       ,41003980,D,,
,,,,MISS. PROT. KIPUSHA           ,41001990,D,,
,,,,MISS. PROT. KIPUSHA           ,41002990,D,,
,,,,MISS. PROT. KIPUSHA           ,41003990,D,,
,,,,MISS. PROT. KIPUSHA           ,41004990,D,,
,,,,Mission Grec-Orthodoxe        ,41012760,D,,
,,,,Mission Grec-Orthodoxe        ,41014760,D,,
,,,,Mission Grec-Orthodoxe        ,41013760,D,,
,,,,Mission Grec-Orthodoxe        ,41011760,D,,
,,,,MISSIONARY DEPARTMENT         ,46201300,D,,
,,,,MISSIONARY DEPARTMENT         ,46202300,D,,
,,,,MISSIONARY DEPARTMENT         ,46204300,D,,
,,,,MISSIONARY DEPARTMENT         ,46203300,D,,
,,,,MITANDA LUPAYA                ,45932090,D,,
,,,,MITANDA LUPAYA                ,45934090,D,,
,,,,MITANDA LUPAYA                ,45931090,D,,
,,,,MITANDA LUPAYA                ,45933090,D,,
,,,,MITENDU ILUNGA                ,45033070,D,,
,,,,MITENDU ILUNGA                ,45031070,D,,
,,,,MITENDU ILUNGA,45043110,,N,N
,,,,MITENDU ILUNGA                ,45034070,D,,
,,,,MITENDU ILUNGA                ,45032070,D,,
,,,,MME MARILYN DERKSEN           ,42112060,D,,
,,,,MME MARILYN DERKSEN           ,42114060,D,,
,,,,MME MARILYN DERKSEN           ,42113060,D,,
,,,,MME MARILYN DERKSEN           ,42111060,D,,
,,,,MOBILIER & MATERIEL PAX       ,22631200,D,,
,,,,MOBILIER & MATERIEL PAX       ,22633200,D,,
,,,,MOBILIER & MATERIEL PAX       ,22634200,D,,
,,,,MOBILIER & MATERIEL PAX       ,22632200,D,,
,,,,MOBILIERS CME,22320103,,N,N
,,,,MOBILIERS DENTAIRES,22320106,,N,N
,,,,MOBILIERS GUEST HOUSE,22320107,,N,N
,,,,MOBILIERS HABITTIONS PERSONNEL,22320100,,N,N
,,,,MOBILIERS HOPITAL,22320104,,N,N
,,,,MOBILIERS ITM,22320105,,N,N
,,,,MOBILIERS OPHTALMOLOGIE,22320101,,N,N
,,,,MOBILIERS PAX,22320102,,N,N
,,,,MOBILITY IN MISSION/GO,61461350,,N,N
,,,,MOBILITY IN MISSION/PCES,61861350,,N,N
,,,,MONUC,41201460,,N,N
,,,,MORGUE,22312100,,N,N
,,,,MORQUE,22101000,,N,N
,,,,MOTO RECOUVREMENT,61411200,,N,N
,,,,MOTO RECOUVREMENT/PCES,61871200,,N,N
,,,,MOTOCYCLES,22310103,,N,N
,,,,MOTOCYCLES HOPITAL            ,22554120,D,,
,,,,MOTOCYCLES HOPITAL            ,22553120,D,,
,,,,MOTOCYCLES HOPITAL            ,22552120,D,,
,,,,MOTOCYCLES HOPITAL            ,22551120,D,,
,,,,MOTOCYLES CL. DENTAIRE        ,22543500,D,,
,,,,MOTOCYLES CL. DENTAIRE        ,22541500,D,,
,,,,MOTOCYLES CL. DENTAIRE        ,22542500,D,,
,,,,MOTOCYLES CL. DENTAIRE        ,22544500,D,,
,,,,MOTOCYLES PLCK                ,22544400,D,,
,,,,MOTOCYLES PLCK                ,22543400,D,,
,,,,MOTOCYLES PLCK                ,22541400,D,,
,,,,MOTOCYLES PLCK                ,22542400,D,,
,,,,MPANDA MUTELA                 ,42134980,D,,
,,,,MPANDA MUTELA                 ,42132980,D,,
,,,,MPANDA MUTELA                 ,42133980,D,,
,,,,MPOI LUMPUNGU,65131100,,N,N
,,,,MPOYI LUMPUNGU                ,42132100,D,,
,,,,MPOYI LUMPUNGU                ,42134100,D,,
,,,,MPOYI LUMPUNGU                ,42131100,D,,
,,,,MPOYI LUMPUNGU                ,42133100,D,,
,,,,MPOYO MUANA NGAYI             ,42144190,D,,
,,,,MPOYO MUANA NGAYI             ,42143190,D,,
,,,,MPOYO MUANA NGAYI             ,42141190,D,,
,,,,MPOYO MUANA NGAYI             ,42142190,D,,
,,,,MPULUMBA LUSAMBU              ,42131110,D,,
,,,,MPULUMBA LUSAMBU              ,42133110,D,,
,,,,MPULUMBA LUSAMBU              ,42132110,D,,
,,,,MPULUMBA LUSAMBU              ,42134110,D,,
,,,,MPUTU BALANGANAYI             ,45013600,D,,
,,,,MPUTU BALANGANAYI             ,45014600,D,,
,,,,MPUTU BALANGANAYI             ,45012600,D,,
,,,,MPUTU BALANGANAYI             ,45011600,D,,
,,,,MPUTU KABENA                  ,45024250,D,,
,,,,MPUTU KABENA                  ,45021250,D,,
,,,,MPUTU KABENA                  ,45023250,D,,
,,,,MPUTU KABENA                  ,45022250,D,,
,,,,MPUTU KANKU                   ,45924110,D,,
,,,,MPUTU KANKU                   ,45921110,D,,
,,,,MPUTU KANKU                   ,45923110,D,,
,,,,MPUTU KANKU                   ,45922110,D,,
,,,,MPUTU KAPAJIKA                ,42134700,D,,
,,,,MPUTU KAPAJIKA,42131700,,N,N
,,,,MPUTU KAPAJIKA                ,42133700,D,,
,,,,MPUTU KAPAJIKA                ,42132700,D,,
,,,,MPUTU MANGOLE                 ,45971230,D,,
,,,,MPUTU MANGOLE                 ,45974230,D,,
,,,,MPUTU MANGOLE                 ,45973230,D,,
,,,,MPUTU MANGOLE                 ,45972230,D,,
,,,,MPUTU TANGILA,45993446,,N,N
,,,,MPUTU TANGILA,45053380,,N,N
,,,,MPUTU TSHIONDO                ,42132090,D,,
,,,,MPUTU TSHIONDO                ,42133090,D,,
,,,,MPUTU TSHIONDO                ,42134090,D,,
,,,,MPUTU TSHIONDO                ,42131090,D,,
,,,,MR BOPE,46651172,,N,N
,,,,MR CAMBRON                    ,42114140,D,,
,,,,MR CAMBRON                    ,42112140,D,,
,,,,MR CAMBRON                    ,42113140,D,,
,,,,MR CAMBRON                    ,42111140,D,,
,,,,MR ILUNGA KABEYA,46651173,,N,N
,,,,MR INGOLE BUTULI,46651171,,N,N
,,,,MR MARCEL KALUME              ,42124070,D,,
,,,,MR MARCEL KALUME              ,42122070,D,,
,,,,MR MARCEL KALUME              ,42123070,D,,
,,,,MR MUDINGAYI                  ,42121080,D,,
,,,,MR MUDINGAYI                  ,42123080,D,,
,,,,MR MUDINGAYI                  ,42122080,D,,
,,,,MR MUDINGAYI                  ,42124080,D,,
,,,,MR YOMBO                      ,42122050,D,,
,,,,MR YOMBO                      ,42123050,D,,
,,,,MR YOMBO                      ,42121050,D,,
,,,,MR YOMBO                      ,42124050,D,,
,,,,MSH/USAID,41011980,,N,N
,,,,MUADI ILUNGA                  ,42153580,D,,
,,,,MUADI ILUNGA                  ,42152580,D,,
,,,,MUADI ILUNGA                  ,42154580,D,,
,,,,MUADI ILUNGA                  ,42151580,D,,
,,,,MUADI ILUNGA,65151580,,N,N
,,,,MUADI KAULU                   ,45001160,D,,
,,,,MUADI KAULU                   ,45004160,D,,
,,,,MUADI KAULU                   ,45003160,D,,
,,,,MUADI KAULU                   ,45002160,D,,
,,,,MUAKUYA MALU                  ,42134330,D,,
,,,,MUAKUYA MALU                  ,42131330,D,,
,,,,MUAKUYA MALU                  ,42133330,D,,
,,,,MUAKUYA MALU                  ,42132330,D,,
,,,,MUAKUYA MALU,65131330,,N,N
,,,,MUALONGO KAFUAFUA             ,45991170,D,,
,,,,MUALONGO KAFUAFUA             ,45994170,D,,
,,,,MUALONGO KAFUAFUA             ,45992170,D,,
